believe;bɪɫiv;5.78
passed;pæst;21.0
feet;fit;3.44
near;nɪɹ;5.41
public;pəbɫɪk;8.47
state;steɪt;6.39
son;sən;3.78
children;tʃɪɫdɹən;5.15
thus;ðəs;9.2
hope;hoʊp;4.89
alone;əɫoʊn;4.94
above;əbəv;4.55
case;keɪs;6.74
dear;dɪɹ;5.55
thee;ði;21.0
person;pɝsən;4.67
high;haɪ;4.58
city;sɪti;6.56
fact;fækt;6.47
gone;ɡɔn;21.0
girl;ɡɝɫ;4.0
known;noʊn;21.0
hear;hiɹ;3.8
times;taɪmz;5.16
least;ɫist;21.0
perhaps;pɝhæps;7.6
sure;ʃʊɹ;4.85
indeed;ɪndid;7.74
open;oʊpən;5.0
body;bɑdi;4.28
itself;ɪtsɛɫf;6.42
along;əɫɔŋ;5.41
land;ɫænd;5.22
leave;ɫiv;5.58
air;ɛɹ;3.94
nature;neɪtʃɝ;6.16
answered;ænsɝd;21.0
help;hɛɫp;3.65
lay;ɫeɪ;5.84
point;pɔɪnt;4.55
child;tʃaɪɫd;5.15
letter;ɫɛtɝ;4.74
four;fɔɹ;4.93
wish;wɪʃ;3.79
cried;kɹaɪd;21.0
women;wɪmən;4.95
speak;spik;3.56
number;nəmbɝ;3.94
therefore;ðɛɹfɔɹ;9.94
held;hɛɫd;21.0
free;fɹi;5.21
war;wɔɹ;7.67
er;ɝ;21.0
manner;mænɝ;6.83
second;sɛkənd;4.68
reason;ɹizən;7.84
united;junaɪtɪd;21.0
call;kɔɫ;4.74
behind;bɪhaɪnd;4.9
john;dʒɑn;21.0
become;bɪkəm;5.85
dead;dɛd;5.17
earth;ɝθ;5.37
boy;bɔɪ;3.67
lost;ɫɔst;21.0
forth;fɔɹθ;7.17
looking;ɫʊkɪŋ;21.0
soul;soʊɫ;6.17
feel;fiɫ;5.11
coming;kəmɪŋ;4.77
care;kɛɹ;5.65
truth;tɹuθ;4.42
ground;ɡɹaʊnd;4.89
rest;ɹɛst;4.22
mean;min;4.0
making;meɪkɪŋ;21.0
possible;pɑsəbəɫ;7.32
fell;fɛɫ;3.28
short;ʃɔɹt;4.32
town;taʊn;5.11
following;fɑɫoʊɪŋ;6.21
need;nid;3.56
met;mɛt;21.0
evening;ivnɪŋ;5.84
five;faɪv;4.51
strong;stɹɔŋ;4.58
able;eɪbəɫ;7.79
french;fɹɛntʃ;21.0
lady;ɫeɪdi;3.68
answer;ænsɝ;5.43
sea;si;4.74
fear;fɪɹ;4.79
understand;əndɝstænd;6.17
hard;hɑɹd;4.39
terms;tɝmz;8.28
doubt;daʊt;8.79
ask;æsk;2.89
arms;ɑɹmz;3.26
turn;tɝn;4.11
sense;sɛns;7.32
seems;simz;21.0
black;bɫæk;3.56
bring;bɹɪŋ;4.42
followed;fɑɫoʊd;21.0
beautiful;bjutəfəɫ;5.72
dark;dɑɹk;3.74
hold;hoʊɫd;4.67
character;kɛɹɪktɝ;6.47
sort;sɔɹt;6.81
sight;saɪt;5.44
ten;tɛn;3.58
show;ʃoʊ;6.21
party;pɑɹti;4.58
fine;faɪn;7.44
ready;ɹɛdi;5.53
story;stɔɹi;3.89
common;kɑmən;6.94
book;bʊk;3.68
electronic;ɪɫɛktɹɑnɪk;7.3
talk;tɔk;3.68
account;əkaʊnt;8.26
mark;mɑɹk;6.48
written;ɹɪtən;21.0
can't;kænt;21.0
bed;bɛd;2.89
necessary;nɛsəsɛɹi;7.55
age;eɪdʒ;4.38
else;ɛɫs;6.53
force;fɔɹs;6.0
idea;aɪdiə;5.95
longer;ɫɔŋɡɝ;21.0
art;ɑɹt;6.21
spoke;spoʊk;6.23
across;əkɹɔs;6.64
brother;bɹəðɝ;3.63
early;ɝɫi;5.31
ought;ɔt;9.62
line;ɫaɪn;4.85
saying;seɪɪŋ;4.95
table;teɪbəɫ;4.39
appeared;əpɪɹd;21.0
river;ɹɪvɝ;4.9
continued;kəntɪnjud;21.0
eye;aɪ;3.75
sun;sən;3.4
later;ɫeɪtɝ;4.75
everything;ɛvɹiθɪŋ;4.44
reached;ɹitʃt;21.0
suddenly;sədənɫi;7.38
past;pæst;6.78
strange;stɹeɪndʒ;6.42
deep;dip;5.47
change;tʃeɪndʒ;4.26
feeling;fiɫɪŋ;5.31
act;ækt;6.42
meet;mit;4.74
paid;peɪd;21.0
further;fɝðɝ;6.68
purpose;pɝpəs;8.37
happy;hæpi;2.72
seem;sim;6.74
taking;teɪkɪŋ;21.0
blood;bɫəd;4.89
rose;ɹoʊz;6.11
south;saʊθ;6.06
cold;koʊɫd;3.95
forward;fɔɹwɝd;4.24
view;vju;5.63
position;pəzɪʃən;8.72
sound;saʊnd;3.72
none;nən;5.57
clear;kɫɪɹ;5.8
road;ɹoʊd;4.55
late;ɫeɪt;5.28
stand;stænd;4.39
suppose;səpoʊz;8.21
la;ɫɑ;21.0
daughter;dɔtɝ;4.95
real;ɹiɫ;4.95
nearly;nɪɹɫi;7.49
mine;maɪn;4.24
laws;ɫɔz;8.33
comes;kəmz;3.32
bad;bæd;2.79
cut;kət;4.43
copy;kɑpi;6.06
husband;həzbənd;5.53
six;sɪks;5.25
living;ɫɪvɪŋ;21.0
peace;pis;6.32
low;ɫoʊ;4.7
north;nɔɹθ;6.55
pretty;pɹɪti;4.09
fair;fɛɹ;5.67
except;ɪksɛpt;6.48
hair;hɛɹ;3.17
laid;ɫeɪd;21.0
pass;pæs;21.0
led;ɫɛd;21.0
copyright;kɑpiɹaɪt;12.33
doing;duɪŋ;5.89
army;ɑɹmi;7.15
run;ɹən;4.47
horse;hɔɹs;4.15
future;fjutʃɝ;7.16
opened;oʊpənd;21.0
pleasure;pɫɛʒɝ;8.21
west;wɛst;5.89
pay;peɪ;5.5
red;ɹɛd;3.68
hath;hæθ;21.0
note;noʊt;6.4
although;ɔɫðoʊ;8.08
wanted;wɔntɪd;21.0
gold;ɡoʊɫd;7.1
makes;meɪks;4.68
desire;dɪzaɪɝ;9.95
play;pɫeɪ;4.1
master;mæstɝ;6.5
office;ɔfɪs;6.68
tried;tɹaɪd;21.0
front;fɹənt;5.19
big;bɪɡ;2.89
certainly;sɝtənɫi;7.24
attention;ətɛnʃən;6.78
unto;əntu;21.0
church;tʃɝtʃ;5.15
company;kəmpəni;6.84
placed;pɫeɪst;21.0
paper;peɪpɝ;4.0
letters;ɫɛtɝz;4.74
glad;ɡɫæd;5.79
important;ɪmpɔɹtənt;5.79
greater;ɡɹeɪtɝ;21.0
fellow;fɛɫoʊ;8.89
bear;bɛɹ;3.58
opinion;əpɪnjən;8.42
window;wɪndoʊ;4.74
ran;ɹæn;21.0
faith;feɪθ;7.62
ago;əɡoʊ;7.12
agreement;əɡɹimənt;8.16
charge;tʃɑɹdʒ;7.5
beauty;bjuti;5.05
lips;ɫɪps;3.79
arm;ɑɹm;3.26
latter;ɫætɝ;10.69
send;sɛnd;5.68
distance;dɪstəns;6.81
silence;saɪɫəns;4.6
foot;fʊt;3.44
wild;waɪɫd;6.11
die;daɪ;4.53
save;seɪv;5.44
trees;tɹiz;3.57
green;ɡɹin;3.79
trouble;tɹəbəɫ;4.56
smile;smaɪɫ;3.51
books;bʊks;3.68
wrong;ɹɔŋ;4.22
various;vɛɹiəs;9.58
sleep;sɫip;2.79
persons;pɝsənz;4.67
happened;hæpənd;21.0
drew;dɹu;5.41
minutes;mɪnəts;7.26
hardly;hɑɹdɫi;7.54
walked;wɔkt;21.0
chief;tʃif;7.53
chance;tʃæns;7.78
according;əkɔɹdɪŋ;8.45
beginning;bɪɡɪnɪŋ;5.4
action;ækʃən;6.67
deal;diɫ;6.0
loved;ɫəvd;21.0
visit;vɪzɪt;5.79
thinking;θɪŋkɪŋ;21.0
follow;fɑɫoʊ;5.11
standing;stændɪŋ;21.0
knows;noʊz;4.5
try;tɹaɪ;3.44
presence;pɹɛzəns;9.17
heavy;hɛvi;4.05
sweet;swit;4.53
plain;pɫeɪn;7.37
donations;doʊneɪʃənz;9.33
immediately;ɪmidiətɫi;6.77
wrote;ɹoʊt;21.0
mouth;maʊθ;3.58
rich;ɹɪtʃ;6.32
thoughts;θɔts;5.89
months;mənθs;5.79
u;ju;21.0
won't;woʊnt;21.0
afraid;əfɹeɪd;4.42
single;sɪŋɡəɫ;6.68
joy;dʒɔɪ;6.74
enemy;ɛnəmi;7.26
broken;bɹoʊkən;21.0
unless;ənɫɛs;7.22
states;steɪts;6.39
ship;ʃɪp;5.33
condition;kəndɪʃən;8.42
exclaimed;ɪkskɫeɪmd;21.0
including;ɪnkɫudɪŋ;21.0
filled;fɪɫd;21.0
seeing;siɪŋ;21.0
influence;ɪnfɫuəns;10.32
write;ɹaɪt;4.89
boys;bɔɪz;3.67
appear;əpɪɹ;6.67
outside;aʊtsaɪd;3.58
parts;pɑɹts;5.11
please;pɫiz;3.48
appearance;əpɪɹəns;8.83
evil;ivəɫ;6.71
march;mɑɹtʃ;6.85
slowly;sɫoʊɫi;6.32
stay;steɪ;4.22
instead;ɪnstɛd;6.68
struck;stɹək;21.0
blue;bɫu;3.53
impossible;ɪmpɑsəbəɫ;7.32
period;pɪɹiəd;6.78
sister;sɪstɝ;3.68
battle;bætəɫ;6.95
school;skuɫ;3.89
raised;ɹeɪzd;21.0
occasion;əkeɪʒən;8.16
married;mɛɹid;5.16
man's;mænz;3.11
former;fɔɹmɝ;8.45
food;fud;3.25
youth;juθ;6.89
merely;mɪɹɫi;21.0
reach;ɹitʃ;4.89
system;sɪstəm;9.9
dinner;dɪnɝ;3.99
quiet;kwaɪət;4.15
easily;izəɫi;21.0
moved;muvd;21.0
afterwards;æftɝwɝdz;7.71
giving;ɡɪvɪŋ;21.0
stopped;stɑpt;21.0
laughed;ɫæft;21.0
expression;ɪkspɹɛʃən;6.94
week;wik;5.11
hall;hɔɫ;5.35
danger;deɪndʒɝ;4.61
property;pɹɑpɝti;8.16
wonder;wəndɝ;7.63
figure;fɪɡjɝ;7.53
born;bɔɹn;4.68
court;kɔɹt;8.39
grew;ɡɹu;21.0
showed;ʃoʊd;21.0
third;θɝd;4.58
worth;wɝθ;7.08
simple;sɪmpəɫ;6.89
tree;tɹi;3.57
leaving;ɫivɪŋ;21.0
society;səsaɪəti;8.7
fight;faɪt;5.47
wall;wɔɫ;3.79
heaven;hɛvən;4.22
started;stɑɹtɪd;21.0
command;kəmænd;8.67
tone;toʊn;7.67
regard;ɹɪɡɑɹd;10.2
mere;mɪɹ;9.41
month;mənθ;5.79
silent;saɪɫənt;4.42
experience;ɪkspɪɹiəns;8.95
street;stɹit;4.58
writing;ɹaɪtɪŋ;4.77
goes;ɡoʊz;3.37
entirely;ɪntaɪɝɫi;21.0
fresh;fɹɛʃ;6.22
duke;duk;7.89
covered;kəvɝd;21.0
bound;baʊnd;9.0
east;ist;6.94
wood;wʊd;4.58
stone;stoʊn;4.44
quickly;kwɪkɫi;6.32
bright;bɹaɪt;6.58
boat;boʊt;3.84
noble;noʊbəɫ;10.67
meant;mɛnt;21.0
sudden;sədən;6.67
value;væɫju;6.78
c.;si;21.0
chair;tʃɛɹ;3.43
support;səpɔɹt;8.53
tom;tɑm;21.0
date;deɪt;5.84
waiting;weɪtɪŋ;21.0
agree;əɡɹi;7.68
lines;ɫaɪnz;4.85
considered;kənsɪdɝd;21.0
field;fiɫd;6.1
observed;əbzɝvd;21.0
scarcely;skɛɹsɫi;10.38
wished;wɪʃt;21.0
wait;weɪt;4.3
greatest;ɡɹeɪtəst;21.0
permission;pɝmɪʃən;6.11
success;səksɛs;9.25
piece;pis;4.89
ex;ɛks;8.74
formed;fɔɹmd;21.0
speaking;spikɪŋ;21.0
conversation;kɑnvɝseɪʃən;7.79
proper;pɹɑpɝ;7.63
hill;hɪɫ;3.47
music;mjuzɪk;3.81
opportunity;ɑpɝtunəti;9.72
that's;ðæts;5.53
afternoon;æftɝnun;4.65
cry;kɹaɪ;2.78
allowed;əɫaʊd;21.0
girls;ɡɝɫz;4.0
considerable;kənsɪdɝəbəɫ;10.42
c;si;21.0
broke;bɹoʊk;21.0
honour;ɑnɝ;21.0
seven;sɛvən;5.36
private;pɹaɪvət;6.16
sit;sɪt;3.47
scene;sin;8.17
discovered;dɪskəvɝd;21.0
marriage;mɛɹɪdʒ;7.17
step;stɛp;4.11
garden;ɡɑɹdən;5.33
race;ɹeɪs;6.0
begin;bɪɡɪn;4.84
per;pɝ;8.66
individual;ɪndəvɪdʒəwəɫ;7.7
sitting;sɪtɪŋ;21.0
learn;ɫɝn;4.44
difficult;dɪfəkəɫt;5.85
bit;bɪt;6.47
speech;spitʃ;6.22
lie;ɫaɪ;3.75
cast;kæst;7.24
eat;it;2.78
authority;əθɔɹəti;7.5
etc.;ɛtsɛtɝə;21.0
floor;fɫɔɹ;4.44
ill;ɪɫ;5.6
ways;weɪz;5.39
offered;ɔfɝd;21.0
original;ɝɪdʒənəɫ;7.67
happiness;hæpinəs;6.17
flowers;fɫaʊɝz;3.11
produced;pɹədust;21.0
summer;səmɝ;4.33
provide;pɹəvaɪd;7.74
study;stədi;6.58
picture;pɪktʃɝ;4.05
walls;wɔɫz;3.79
personal;pɝsɪnəɫ;8.05
pleased;pɫizd;8.26
leaves;ɫivz;4.6
declared;dɪkɫɛɹd;21.0
hot;hɑt;3.37
understood;əndɝstʊd;21.0
effort;ɛfɝt;8.16
prepared;pɹipɛɹd;21.0
escape;ɪskeɪp;6.6
attempt;ətɛmpt;7.7
supposed;səpoʊzd;8.67
killed;kɪɫd;21.0
fast;fæst;3.74
author;ɔθɝ;7.1
brown;bɹaʊn;4.2
determined;dɪtɝmənd;21.0
pain;peɪn;4.26
takes;teɪks;4.37
drawn;dɹɔn;21.0
soldiers;soʊɫdʒɝz;6.94
beneath;bɪniθ;5.67
talking;tɔkɪŋ;21.0
turning;tɝnɪŋ;21.0
century;sɛntʃɝi;7.0
steps;stɛps;4.11
straight;stɹeɪt;6.8
matters;mætɝz;7.56
likely;ɫaɪkɫi;6.33
corner;kɔɹnɝ;5.21
trademark;tɹeɪdmɑɹk;10.37
simply;sɪmpɫi;7.92
trust;tɹəst;6.55
appears;əpɪɹz;21.0
laugh;ɫæf;3.79
eight;eɪt;5.36
closed;kɫoʊzd;21.0
gives;ɡɪvz;4.28
dress;dɹɛs;4.05
passing;pæsɪŋ;21.0
terrible;tɛɹəbəɫ;5.56
medium;midiəm;7.67
efforts;ɛfɝts;8.16
sake;seɪk;8.74
breath;bɹɛθ;5.81
wise;waɪz;6.79
ladies;ɫeɪdiz;3.68
possession;pəzɛʃən;9.95
pleasant;pɫɛzənt;7.67
o';oʊ;21.0
memory;mɛmɝi;6.4
grave;ɡɹeɪv;7.06
fixed;fɪkst;21.0
modern;mɑdɝn;8.58
spot;spɑt;5.39
troops;tɹups;8.35
rise;ɹaɪz;6.72
break;bɹeɪk;5.3
fifty;fɪfti;5.55
island;aɪɫənd;7.41
meeting;mitɪŋ;5.72
camp;kæmp;5.78
nation;neɪʃən;7.74
copies;kɑpiz;6.06
sky;skaɪ;4.17
touch;tətʃ;5.16
equal;ikwəɫ;6.47
v.;vi;21.0
shore;ʃɔɹ;6.93
domain;doʊmeɪn;11.72
named;neɪmd;21.0
situation;sɪtʃueɪʃən;9.26
looks;ɫʊks;4.05
promise;pɹɑməs;5.67
orders;ɔɹdɝz;6.26
degree;dɪɡɹi;10.35
middle;mɪdəɫ;4.7
winter;wɪntɝ;4.38
plan;pɫæn;6.78
spent;spɛnt;21.0
allow;əɫaʊ;5.32
pale;peɪɫ;6.95
running;ɹənɪŋ;21.0
roman;ɹoʊmən;9.52
shot;ʃɑt;5.84
move;muv;4.62
names;neɪmz;3.68
stop;stɑp;2.89
higher;haɪɝ;21.0
et;ɛt;21.0
father's;fɑðɝz;4.11
threw;θɹu;21.0
worse;wɝs;21.0
built;bɪɫt;21.0
spoken;spoʊkən;21.0
glass;ɡɫæs;4.47
board;bɔɹd;6.37
vain;veɪn;10.74
affairs;əfɛɹz;10.94
instance;ɪnstəns;9.57
safe;seɪf;5.11
loss;ɫɔs;5.0
offer;ɔfɝ;7.48
class;kɫæs;4.95
complete;kəmpɫit;6.58
access;æksɛs;9.1
lower;ɫoʊɝ;21.0
wouldn't;wʊdənt;21.0
forms;fɔɹmz;7.58
darkness;dɑɹknəs;4.83
warm;wɔɹm;4.65
drink;dɹɪŋk;3.47
passion;pæʃən;10.79
ones;wənz;3.23
physical;fɪzɪkəɫ;8.16
example;ɪɡzæmpəɫ;7.39
questions;kwɛstʃənz;6.16
start;stɑɹt;4.37
lying;ɫaɪɪŋ;21.0
smiled;smaɪɫd;21.0
keeping;kipɪŋ;21.0
spite;spaɪt;11.7
shown;ʃoʊn;21.0
james;dʒeɪmz;21.0
hart;hɑɹt;9.62
serious;sɪɹiəs;6.58
hat;hæt;3.33
dog;dɔɡ;2.8
silver;sɪɫvɝ;6.21
sufficient;səfɪʃənt;11.0
main;meɪn;6.55
mentioned;mɛnʃənd;21.0
servant;sɝvənt;7.89
pride;pɹaɪd;8.95
crowd;kɹaʊd;7.14
train;tɹeɪn;4.0
wonderful;wəndɝfəɫ;6.47
moral;mɔɹəɫ;9.53
instant;ɪnstənt;7.05
path;pæθ;6.11
greek;ɡɹik;21.0
meaning;minɪŋ;6.1
fit;fɪt;5.74
ordered;ɔɹdɝd;21.0
he's;hiz;3.81
proved;pɹuvd;21.0
obliged;əbɫaɪdʒd;21.0
rule;ɹuɫ;4.72
sword;sɔɹd;5.45
attack;ətæk;6.58
seat;sit;4.58
game;ɡeɪm;4.26
health;hɛɫθ;7.56
statement;steɪtmənt;8.89
social;soʊʃəɫ;10.43
sorry;sɑɹi;3.44
members;mɛmbɝz;8.2
grace;ɡɹeɪs;7.29
official;əfɪʃəɫ;8.68
dream;dɹim;4.88
worthy;wɝði;10.28
rock;ɹɑk;3.22
jack;dʒæk;6.96
provided;pɹəvaɪdɪd;21.0
special;spɛʃəɫ;5.0
shook;ʃʊk;21.0
mighty;maɪti;5.63
glance;ɡɫæns;9.22
heads;hɛdz;3.42
movement;muvmənt;6.58
fee;fi;8.56
share;ʃɛɹ;4.84
expect;ɪkspɛkt;8.7
spread;spɹɛd;5.72
glory;ɡɫɔɹi;7.4
twelve;twɛɫv;4.48
space;speɪs;5.67
engaged;ɛnɡeɪdʒd;21.0
peter;pitɝ;21.0
wine;waɪn;7.9
ordinary;ɔɹdənɛɹi;8.63
mountains;maʊntənz;6.15
taste;teɪst;4.26
iron;aɪɝn;7.32
distribute;dɪstɹɪbjut;10.32
trade;tɹeɪd;6.42
consider;kənsɪdɝ;9.33
greatly;ɡɹeɪtɫi;21.0
forced;fɔɹst;21.0
advantage;ædvæntɪdʒ;9.32
ideas;aɪdiəz;5.95
decided;dɪsaɪdɪd;21.0
using;juzɪŋ;21.0
rate;ɹeɪt;8.84
sign;saɪn;4.32
feelings;fiɫɪŋz;5.31
native;neɪtɪv;9.2
promised;pɹɑməst;21.0
judge;dʒədʒ;8.85
working;wɝkɪŋ;21.0
marry;mɛɹi;5.83
captain;kæptən;6.06
finished;fɪnɪʃt;21.0
extent;ɪkstɛnt;10.72
curious;kjʊɹiəs;6.64
method;mɛθəd;11.15
excellent;ɛksəɫənt;7.37
confidence;kɑnfədəns;9.28
marked;mɑɹkt;21.0
'em;əm;21.0
jesus;dʒizəs;21.0
exactly;ɪɡzæktɫi;7.49
importance;ɪmpɔɹtəns;6.8
finally;faɪnəɫi;21.0
bill;bɪɫ;6.42
vast;væst;9.63
prove;pɹuv;7.84
fancy;fænsi;7.17
quick;kwɪk;5.89
yes;jɛs;2.31
sought;sɔt;21.0
neck;nɛk;3.0
hearts;hɑɹts;5.17
liberty;ɫɪbɝti;8.83
sides;saɪdz;4.72
legal;ɫiɡəɫ;9.17
dry;dɹaɪ;4.11
serve;sɝv;7.17
aside;əsaɪd;7.89
pure;pjʊɹ;7.95
concerning;kənsɝnɪŋ;8.45
lose;ɫuz;5.78
powers;paʊɝz;7.48
possessed;pəzɛst;21.0
thrown;θɹoʊn;21.0
evidence;ɛvədəns;10.58
distant;dɪstənt;8.95
similar;sɪməɫɝ;7.33
altogether;ɔɫtəɡɛðɝ;8.35
building;bɪɫdɪŋ;6.16
page;peɪdʒ;5.16
knowing;noʊɪŋ;21.0
weeks;wiks;5.11
settled;sɛtəɫd;21.0
holding;hoʊɫdɪŋ;21.0
mountain;maʊntən;6.15
search;sɝtʃ;8.72
sad;sæd;3.24
sin;sɪn;6.74
lies;ɫaɪz;3.75
proud;pɹaʊd;5.44
clearly;kɫɪɹɫi;21.0
price;pɹaɪs;7.35
ships;ʃɪps;5.33
sick;sɪk;4.05
honest;ɑnəst;5.46
shut;ʃət;4.89
talked;tɔkt;21.0
bank;bæŋk;6.44
fate;feɪt;10.3
dropped;dɹɑpt;21.0
judgment;dʒədʒmənt;8.94
conditions;kəndɪʃənz;8.42
king's;kɪŋz;5.42
hills;hɪɫz;3.47
removed;ɹimuvd;21.0
measure;mɛʒɝ;7.53
species;spiʃiz;10.53
seek;sik;6.94
highest;haɪəst;21.0
otherwise;əðɝwaɪz;8.29
stream;stɹim;6.47
honor;ɑnɝ;7.89
carefully;kɛɹfəɫi;21.0
obtained;əbteɪnd;21.0
bread;bɹɛd;3.58
bottom;bɑtəm;5.28
aid;eɪd;7.33
fingers;fɪŋɡɝz;3.43
q;kju;21.0
choose;tʃuz;4.74
agreed;əɡɹid;21.0
animal;ænəməɫ;2.89
there's;ðɛɹz;5.25
fully;fʊɫi;21.0
delight;dɪɫaɪt;8.68
rights;ɹaɪts;4.35
amount;əmaʊnt;6.63
obtain;əbteɪn;9.32
tax;tæks;8.94
servants;sɝvənts;7.89
sons;sənz;3.78
cross;kɹɔs;4.74
shoulders;ʃoʊɫdɝz;4.5
thick;θɪk;5.61
points;pɔɪnts;4.55
stranger;stɹeɪndʒɝ;4.53
woods;wʊdz;4.58
dare;dɛɹ;6.63
grow;ɡɹoʊ;4.79
creature;kɹitʃɝ;7.32
hung;həŋ;21.0
rain;ɹeɪn;3.6
false;fɔɫs;6.72
tall;tɔɫ;4.95
gate;ɡeɪt;5.32
nations;neɪʃənz;7.74
quietly;kwaɪətɫi;21.0
surface;sɝfəs;8.86
freely;fɹiɫi;21.0
holy;hoʊɫi;5.55
streets;stɹits;4.58
blow;bɫoʊ;4.0
regarded;ɹɪɡɑɹdɪd;21.0
fashion;fæʃən;8.2
coast;koʊst;6.43
daily;deɪɫi;6.0
file;faɪɫ;8.21
